번호,과목,챕터,난이도,문제,문제이미지,보기1,보기2,보기3,보기4,보기5,정답,해설
87,국제물류론,IT03,중,"항공화물운송장(AWB)의 주요 기재사항에 관한 설명으로 가장 적절한 것은?",,"Chargeable Weight에는 항공운임 계산에 적용되는 중량을 기재한다.","Declared Value for Carriage에는 세관에서 부과하는 관세액을 기재한다.","Declared Value for Customs에는 항공사가 화물의 운송보험료를 기재한다.","Currency에는 화물의 출발공항 코드를 기재한다.","Nature and Quantity of Goods에는 항공운임의 할인율만을 기재한다.",1,"Chargeable Weight는 실제중량과 용적중량 등을 고려하여 항공운임 산정에 적용되는 중량을 의미한다. Declared Value for Carriage는 운송을 위한 신고가액, Declared Value for Customs는 세관신고가액과 관련된다."
88,국제물류론,IT03,중,"전자부품 3,000kg을 항공 ULD로 운송하려고 한다. 다음 자료에 따라 BUC(Bulk Unitization Charge)를 적용한 총 항공운임은 얼마인가?",images/questions/logistics/29회-1/q088.png,"US$10,800","US$11,000","US$11,200","US$11,500","US$12,000",4,"실중량 3,000kg은 Pivot Weight 2,800kg을 200kg 초과한다. 초과운임은 200kg×US$5/kg=US$1,000이며, 여기에 Pivot Charge US$10,500을 더하면 총 항공운임은 US$11,500이다."
89,국제물류론,IT03,상,"항공 위험물(Dangerous Goods)에 대한 설명으로 옳지 않은 것은?",,"위험물은 항공기와 인명 등에 위해를 줄 수 있는 물품을 말한다.","위험물의 운송 여부와 제한사항은 IATA DGR에 규정되어 있다.","IATA DGR은 위험물을 9개 등급으로 분류한다.","위험물 신고서(Shipper's Declaration)는 항공사가 작성하여 서명한다.","송화인은 규정에 맞게 분류·포장·표시 및 서류를 준비해야 한다.",4,"위험물 신고서는 송화인(Shipper)이 직접 작성하고 서명하며 항공사는 적합 여부를 확인한다."
90,국제물류론,IT04,중,"도로로 운송되는 봉인 컨테이너에 대해 통과국 세관검사를 원칙적으로 면제하고 통관절차를 간소화하기 위한 국제협약은?",,"CCC 협약","TIR 협약","CSC 협약","CMR 협약","ITI 협약",2,"TIR 협약은 봉인된 차량이나 컨테이너의 국제 육상운송 시 통과국 세관절차를 간소화하기 위한 협약이다."
91,국제물류론,IT04,중,"국제복합운송인에 대한 설명으로 옳지 않은 것은?",,"실제운송인형 복합운송인은 직접 운송수단을 운영할 수 있다.","계약운송인형 복합운송인은 운송수단 없이 운송계약상의 책임을 진다.","NVOCC는 미국 해운법에서 제도화된 개념이다.","NVOCC는 자기 명의의 선하증권(B/L)을 발행할 수 없다.","NVOCC는 화주에게는 운송인의 지위, 실제 운송인에게는 화주의 지위를 가진다.",4,"NVOCC는 자신의 명의로 House B/L을 발행할 수 있다."
92,국제물류론,IT04,중,"복합운송증권의 법적 성질에 관한 설명으로 옳지 않은 것은?",,"상환증권은 증권과 상환으로 화물의 인도를 청구할 수 있다.","요식증권은 법에서 요구하는 기재사항을 갖춘 증권이다.","지시증권은 배서에 의해 양도가 가능하다.","요인증권은 화물 수령을 전제로 발행된다.","문언증권은 증권에 기재되지 않은 사항까지 책임을 부담한다.",5,"문언증권은 증권에 기재된 내용에 대해서만 권리와 책임이 인정된다."
93,국제물류론,IT04,중,"국제복합운송에 관한 설명으로 옳지 않은 것은?",,"복합운송은 하나의 운송계약으로 둘 이상의 운송수단을 이용한다.","복합운송인은 화주에게 단일운임을 제시할 수 있다.","복합운송에서는 복합운송증권을 발행할 수 있다.","복합운송인은 FCL 화물을 혼재한 후 Master B/L을 개별 화주에게 발행한다.","Piggy-Back 방식은 철도와 도로운송을 결합한 운송방식이다.",4,"FCL 화물은 혼재 대상이 아니며, 복합운송인은 개별 화주에게 House B/L을 발행하는 것이 일반적이다."
94,국제물류론,IT04,상,"다음 책임한도 기준을 적용하는 국제복합운송 관련 규칙으로 옳은 것은?",images/questions/logistics/29회-1/q094.png,"1980년 UN 국제복합운송협약","헤이그-비스비규칙","UNCTAD/ICC 복합운송증권규칙","함부르크규칙","CMR 협약",3,"UNCTAD/ICC 복합운송증권규칙은 손해가 발생한 운송구간을 확인할 수 없는 경우 변형단일책임체계를 적용한다. 해상 또는 내수로운송이 포함된 경우 책임한도는 포장 또는 선적단위당 666.67 SDR과 총중량 1kg당 2 SDR 중 높은 금액이며, 해상 또는 내수로운송이 포함되지 않은 경우에는 총중량 1kg당 8.33 SDR이다."
95,국제물류론,IT04,상,"아시아에서 북미 서안 항만까지 해상운송한 후 철도를 이용하여 북미 내륙의 목적지까지 연계운송하는 복합운송에 관한 설명으로 가장 적절한 것은?",,"해상구간과 내륙철도구간을 결합하여 북미 내륙까지 운송하는 방식은 국제복합운송의 대표적인 형태가 될 수 있다.","북미 서안 항만에서 철도로 내륙지역까지 운송하는 경우에는 해상운송과 철도운송이 결합되어도 복합운송으로 볼 수 없다.","OCP와 IPI 등의 개념은 모두 항공운송과 도로운송을 결합한 운송방식이다.","북미 Land Bridge 방식은 반드시 북미 동부항만에서 시작하여 서부항만에서 종료되어야 한다.","복합운송에서는 해상운송 이후 내륙운송수단을 변경할 수 없다.",1,"북미 관련 복합운송에서는 아시아에서 북미 서안까지 해상으로 운송한 뒤 철도나 트럭을 이용하여 내륙지역까지 연계하는 다양한 방식이 활용된다. OCP, IPI, Land Bridge 등의 개념은 운송구간과 목적지에 따라 구별한다."
96,국제물류론,IT04,중,"컨테이너 운송형태에 관한 설명으로 가장 적절하지 않은 것은?",,"CY/CY는 일반적으로 FCL 화물을 출발지 CY에서 인수하여 목적지 CY에서 인도하는 형태이다.","CFS/CFS는 여러 화주의 LCL 화물을 CFS에서 혼재하고 목적지 CFS에서 분류하여 인도하는 데 활용될 수 있다.","CFS/CY는 여러 송화인의 화물을 혼재하여 하나의 수하인에게 FCL 상태로 인도하는 형태에 활용될 수 있다.","CY/CFS는 한 송화인의 FCL 화물을 목적지 CFS에서 여러 수하인에게 분류하여 인도하는 형태에 활용될 수 있다.","CY/CY 방식에서는 화물이 반드시 CFS에서 혼재와 분류작업을 거쳐야 한다.",5,"CY/CY는 일반적으로 FCL 단위로 CY에서 CY까지 운송하는 형태이므로 CFS에서 반드시 혼재와 분류작업을 거쳐야 하는 것은 아니다. CFS는 주로 LCL 화물의 혼재·분류와 관련된다."
97,국제물류론,IT02,중,"정기선 할증운임(Surcharge)에 관한 설명으로 옳지 않은 것은?",,"THC는 컨테이너 터미널에서 발생하는 화물처리 비용이다.","Heavy Cargo Surcharge는 중량이 큰 화물에 부과될 수 있다.","Congestion Surcharge는 항만 혼잡으로 추가비용이 발생할 때 적용된다.","BAF는 환율변동에 따른 손실을 보전하기 위한 할증이다.","CAF는 환율변동에 따른 위험을 반영하기 위한 할증이다.",4,"BAF(Bunker Adjustment Factor)는 연료유 가격 변동을 반영하는 할증이며, 환율변동은 CAF가 적용된다."
98,국제물류론,IT02,중,"용선계약에서 계약된 적재량보다 적은 화물을 선적하여 선주에게 지급하는 운임은?",,"Advance Freight","Lump Sum Freight","Dead Freight","Back Freight","Pro Rate Freight",3,"Dead Freight는 계약한 적재량을 채우지 못한 경우 부족분에 대해 선주에게 지급하는 운임이다."
99,국제물류론,IT02,중,"다음 중 해상운송 관련 국제협약이 아닌 것은?",,"Rotterdam Rules","Hamburg Rules","Hague Protocol","Hague-Visby Rules","UNCTAD Liner Code",3,"Hague Protocol은 항공운송 분야의 협약이며, 나머지는 해상운송 또는 해운 관련 국제규범이다."
100,국제물류론,IT02,하,"국제해상운송의 일반적인 특징으로만 묶인 것은?",,"대량화물 운송에 적합하다 / 운송단가가 낮다 / 장거리 운송에 유리하다","문전배송이 가능하다 / 운송비가 저렴하다 / 장거리 운송에 적합하다","신속한 운송이 가능하다 / 장거리 운송에 적합하다 / 자유로운 노선 운영","항공운송보다 빠르다 / Door to Door가 가능하다 / 대량운송이 가능하다","기상의 영향을 거의 받지 않는다 / 운송비가 저렴하다 / 장거리 운송이 가능하다",1,"국제해상운송은 대량·장거리 운송과 낮은 운송비가 장점이다. 문전배송과 신속성은 약점이며 기상의 영향도 받는다."
101,국제물류론,IT02,중,"FIO(Free In and Out) 조건에 대한 설명으로 옳은 것은?",,"선주가 적하와 양하 비용을 모두 부담한다.","화주가 적하 비용만 부담한다.","화주가 양하 비용만 부담한다.","화주가 적하와 양하 비용을 모두 부담한다.","선주와 화주가 절반씩 부담한다.",4,"FIO 조건에서는 적하(Loading)와 양하(Unloading) 비용을 모두 화주가 부담한다."
102,국제물류론,IT02,중,"개품운송계약에 관한 설명으로 옳지 않은 것은?",,"주로 정기선 운송에서 이용된다.","정해진 항로와 운항일정 없이 자유롭게 운항한다.","다수 화주의 화물을 운송하는 형태이다.","선하증권(B/L)이 운송계약의 증거가 된다.","컨테이너 정기선 운송에서 일반적으로 이용된다.",2,"개품운송은 정기선 운송방식으로 일정한 항로와 운항계획에 따라 운항한다."
103,국제물류론,IT02,중,"국제 해사 관련 기관과 주요 기능의 연결로 옳지 않은 것은?",,"IMO - 국제 해사 안전 및 환경보호 규범 제정","ICS - 선주의 권익 증진 및 해운산업 협력","CMI - 해운근로자의 노동조건 개선","P&I Club - 선주의 배상책임 상호보험","BIMCO - 표준계약서 작성 및 해운정보 제공",3,"CMI는 해사법 통일 및 해상법 연구를 수행하는 민간 국제기구이며, 해운근로자 권익은 ITF가 대표적으로 담당한다."
104,국제물류론,IT02,중,"다음 표에서 정기선운송과 부정기선운송의 비교 중 잘못 연결된 항목은?",images/questions/logistics/29회-1/q104.png,"①","②","③","④","⑤",3,"정기선은 Tariff(운임표)를 사용하고, 부정기선은 시장운임(Freight Rate)에 의해 운임이 결정된다."
105,국제물류론,IT02,상,"장기화물운송계약(COA)에 대한 설명으로 옳지 않은 것은?",,"일정 기간 반복 운송을 전제로 체결한다.","장기적인 화물운송 물량을 보장하기 위한 계약이다.","단일 항차보다 장기 운송계획에 적합하다.","항해용선계약의 모든 조건을 그대로 유지하는 계약이다.","운송 횟수나 물량을 기준으로 계약할 수 있다.",4,"COA는 장기 운송계약으로 필요에 따라 조건을 조정하여 운영하며 단일 Voyage Charter 조건을 그대로 적용하지 않는다."
106,국제물류론,IT01,중,"국제물류 거점으로서 항만 또는 공항의 기능에 관한 설명으로 가장 적절하지 않은 것은?",,"국제화물을 집화하고 목적지별로 분산하는 기능을 수행할 수 있다.","해상·항공·도로·철도 등 서로 다른 운송수단 간 연계와 환적을 지원할 수 있다.","보관·포장·통관·정보처리 등 부가가치 물류서비스가 제공될 수 있다.","배후 물류단지와 연결되어 국제 공급사슬의 재고 및 운송거점 역할을 수행할 수 있다.","거점 내 체류시간을 늘리기 위해 화물정보의 공유와 운송수단 간 연계를 제한하는 것이 운영효율 향상의 핵심이다.",5,"국제물류 거점은 화물과 운송수단의 신속한 연결, 환적, 보관, 통관, 정보처리 등을 통해 물류흐름을 원활하게 하는 역할을 한다. 정보공유와 연계를 제한하여 체류시간을 늘리는 것은 물류거점의 효율화와 반대된다."
107,국제물류론,IT03,중,"항공화물 혼재운송에서 Master AWB와 House AWB에 관한 설명으로 가장 적절한 것은?",,"Master AWB는 혼재업자가 개별 송화인에게 발행하는 운송서류이다.","House AWB는 항공사가 혼재업자에게 발행하는 운송서류이다.","혼재운송에서는 개별 화주와 혼재업자 사이에 House AWB가 사용되고, 혼재업자와 항공사 사이에는 Master AWB가 사용될 수 있다.","Master AWB와 House AWB는 발행주체와 계약관계가 동일하므로 구별할 필요가 없다.","House AWB는 화물을 혼재하지 않는 경우에만 항공사가 발행한다.",3,"항공화물 혼재운송에서는 혼재업자가 개별 화주에게 House AWB를 발행하고, 항공사 또는 그 대리인이 혼재업자에게 Master AWB를 발행하는 구조가 일반적이다."
108,국제물류론,IT04,상,"국제공급망 보안제도에 관한 설명으로 가장 적절한 것은?",,"AEO는 각국 세관당국이 일정한 법규준수 및 안전관리 기준을 충족한 무역 관련 경제주체를 공인하는 제도로 운영될 수 있다.","CSI는 선박과 항만시설의 보안계획 수립을 위한 IMO의 국제규칙이다.","ISPS Code는 미국 세관과 민간기업이 자발적으로 운영하는 공급망 보안협력 프로그램이다.","C-TPAT는 전 세계 세관이 동일한 기준으로 기업을 직접 인증하는 WCO의 단일 국제인증제도이다.","24-Hour Rule은 미국행 해상화물의 적하목록을 미국항만 도착 후 24시간 이내에 제출하는 제도이다.",1,"AEO는 WCO SAFE Framework 등의 국제적 기준을 바탕으로 각국 세관당국이 적격 경제주체를 공인하는 제도이다. 국가 간에는 AEO 상호인정약정을 체결할 수 있다. CSI는 미국행 고위험 컨테이너의 선적 전 보안검사, ISPS Code는 선박·항만시설 보안, C-TPAT는 미국 세관과 민간기업의 공급망 보안 파트너십과 관련된다."
109,국제물류론,IT02,중,"선하증권(B/L)의 기능에 관한 설명으로 가장 적절하지 않은 것은?",,"운송인이 화물을 수령하거나 선적하였다는 사실을 증명하는 영수증 기능을 수행한다.","운송계약의 존재와 내용을 증명하는 자료로 활용될 수 있다.","유통성이 인정되는 선하증권은 일정한 방식으로 양도되어 물품인도청구권의 이전과 관련될 수 있다.","선하증권은 그 자체가 국제매매계약서이므로 매매대금과 품질조건을 확정하는 기능이 본질적인 기능이다.","신용장 거래 등에서 요구되는 운송서류로 활용될 수 있다.",4,"선하증권의 대표적인 기능은 화물수령증, 운송계약의 증거, 일정한 경우 권리증권으로서의 기능이다. 선하증권 자체가 매매계약서는 아니므로 매매대금이나 품질조건을 확정하는 것이 본질적인 기능은 아니다."
110,국제물류론,IT04,중,"복합운송증권(FIATA B/L)에 관한 설명으로 옳지 않은 것은?",,"유통성 증권으로 발행되면 배서양도가 가능하다.","선적 전에 화물을 수취한 상태에서도 발행할 수 있다.","FIATA B/L은 일반적으로 비유통성 증권으로만 발행된다.","비유통성 증권인 경우에는 수하인을 지정하여 발행한다.","신용장 거래에서는 조건 충족 시 운송서류로 활용될 수 있다.",3,"FIATA B/L은 일반적으로 유통성(Negotiable) 증권으로 발행되어 신용장 거래에서도 널리 사용된다."
111,국제물류론,IT04,하,"내륙컨테이너기지(ICD)의 기능으로 적절하지 않은 것은?",,"컨테이너 적입 및 적출","보세통관 지원","화물 집화 및 분류","컨테이너 장치보관","본선 접안 후 직접 양하 작업",5,"ICD는 내륙시설이므로 선박의 접안 및 본선 양하 기능은 수행하지 않는다."
112,국제물류론,IT01,중,"보세제도에 관한 설명으로 가장 적절하지 않은 것은?",,"외국물품은 일정한 보세구역에서 관세를 납부하지 않은 상태로 보관되거나 작업이 이루어질 수 있다.","보세운송을 이용하면 외국물품을 세관의 관리 아래 보세구역 간에 운송할 수 있다.","보세제도는 수입통관 이전의 물품을 세관의 관리 아래 보관·운송·가공할 수 있도록 하는 제도와 관련된다.","보세구역에서 이루어지는 모든 물품의 반출입은 세관의 관리와 관계없이 사업자가 자유롭게 결정할 수 있다.","보세제도는 국제물류 과정에서 통관시점과 물류활동을 조정하는 데 활용될 수 있다.",4,"보세구역과 보세운송은 외국물품 등을 세관의 관리 아래 보관·운송·작업할 수 있도록 하는 제도이다. 따라서 보세구역의 물품 반출입이 세관의 관리와 전혀 관계없이 자유롭게 이루어진다고 볼 수 없다."
113,국제물류론,IT02,상,"협회적하약관 ICC(C)의 담보위험에 관한 설명으로 옳지 않은 것은?",images/questions/logistics/29회-1/q113.png,"화재 또는 폭발로 발생한 손해는 담보대상에 포함된다.","선박 또는 부선의 좌초·교사·침몰·전복으로 발생한 손해는 담보대상에 포함된다.","육상운송용구의 전복 또는 탈선으로 발생한 손해는 담보대상에 포함된다.","지진·화산분화 또는 낙뢰로 발생한 손해는 기본 담보대상에 포함된다.","공동해손 희생손해는 담보대상에 포함된다.",4,"ICC(C)는 화재·폭발, 선박 또는 부선의 좌초·교사·침몰·전복, 육상운송용구의 전복·탈선, 공동해손 희생손해 등을 열거하여 담보한다. 지진·화산분화·낙뢰로 발생한 손해는 ICC(C)의 기본 담보위험에 포함되지 않으므로 정답은 ④이다."
114,국제물류론,IT01,중,"국제상사중재에 관한 설명으로 가장 적절하지 않은 것은?",,"당사자가 중재합의를 한 경우 분쟁을 법원소송 대신 중재절차를 통해 해결할 수 있다.","중재인은 당사자의 합의 또는 적용되는 중재규칙에 따라 선정될 수 있다.","중재판정은 일정한 요건 아래 당사자를 구속하는 효력을 가질 수 있다.","중재는 분쟁해결 절차와 중재지 및 적용규칙 등을 당사자가 일정 범위에서 선택할 수 있다는 특징이 있다.","중재는 어떤 중재기관이나 중재규칙을 이용하더라도 신청·비용납부·중재인 선임의 순서와 기간이 전 세계적으로 동일하다.",5,"국제상사중재의 구체적인 절차와 일정은 적용되는 중재기관의 규칙, 중재합의, 중재지 등에 따라 달라질 수 있다. 따라서 모든 중재절차의 순서와 기간이 전 세계적으로 동일하다는 설명은 적절하지 않다."
115,국제물류론,IT01,중,"국제물품매매에서 청약과 승낙에 관한 설명으로 가장 적절한 것은?",,"청약에 대한 승낙은 청약자의 제안과 관계없는 새로운 조건을 제시하더라도 언제나 원래 청약에 대한 승낙으로 성립한다.","승낙은 원칙적으로 청약에 대한 동의를 나타내는 의사표시로서 청약자에게 도달하는 등의 요건이 문제될 수 있다.","상대방이 청약서를 수령하면 아무런 의사표시를 하지 않아도 침묵만으로 항상 승낙한 것으로 본다.","국제물품매매에서 승낙은 반드시 서면으로만 이루어져야 한다.","청약이 철회 또는 실효된 이후에도 상대방이 승낙하면 원래 청약에 따른 계약이 자동으로 성립한다.",2,"승낙은 청약에 대한 동의를 나타내는 의사표시이며 효력발생시기와 방법은 적용되는 규칙과 당사자 합의에 따라 판단된다. 단순한 침묵이 항상 승낙이 되는 것은 아니며 반드시 서면으로만 해야 하는 것도 아니다."
116,국제물류론,IT01,중,"보세운송에 관한 설명으로 옳지 않은 것은?",,"보세운송 대상 장소에는 보세구역 등이 포함된다.","보세운송은 세관에 신고 또는 승인 절차를 거쳐야 한다.","화주와 보세운송업자 등이 신청할 수 있다.","보세운송 중에는 운송경로와 운송기간에 아무런 제한을 받지 않는다.","수출신고 수리물품은 일정한 경우 보세운송 절차를 생략할 수 있다.",4,"세관은 필요한 경우 운송경로와 운송기간을 제한할 수 있다."
117,국제물류론,IT01,중,"Incoterms® 2020에 관한 설명으로 가장 적절하지 않은 것은?",,"Incoterms® 2020은 총 11개의 규칙으로 구성된다.","FOB, CFR, CIF는 해상 또는 내수로운송에 사용되는 규칙이다.","DPU에서는 매도인이 지정목적지에서 물품을 양하한 상태로 인도한다.","CIF에서는 매도인이 계약에서 정한 목적항까지의 운송계약과 보험계약을 마련하는 의무를 부담한다.","EXW에서는 매도인이 물품을 매수인이 지정한 운송인에게 인도한 때 위험이 이전된다.",5,"EXW에서는 매도인이 자신의 영업장 등 지정장소에서 물품을 매수인의 처분에 맡김으로써 인도한다. 매수인이 지정한 운송인에게 인도하는 구조는 FCA와 관련된다. 따라서 ⑤가 적절하지 않다."
118,국제물류론,IT02,중,"해상보험의 기본 용어에 대한 설명으로 가장 적절하지 않은 것은?",,"보험료(Premium)는 보험계약자가 보험자에게 지급하는 대가이다.","피보험자는 보험사고 발생 시 보상받을 권리를 가진 자이다.","피보험이익은 보험목적물에 대해 경제적 이해관계를 의미한다.","보험가액은 보험목적물의 경제적 가치를 평가한 금액이다.","보험금은 계약 체결 시 약정한 보험가입금액 자체를 의미한다.",5,"보험금(Claim Amount)은 실제 사고 발생 후 지급되는 보상금이며, 보험가입금액(Insured Amount)과는 다른 개념이다."
119,국제물류론,IT01,상,"중국 닝보항에서 부산항까지 CIF Busan 조건으로 거래할 때, FOB 물품가격이 US$10,000, 부산항까지의 해상운임이 US$400, 해상보험료가 US$150이라면 CIF 가격은 얼마인가? 단, 수입통관 이후 발생하는 비용은 제외한다.",images/questions/logistics/29회-1/q119.png,"US$10,400","US$10,500","US$10,550","US$10,600","US$10,700",3,"CIF 가격은 FOB 물품가격에 목적항까지의 해상운임과 해상보험료를 더하여 계산한다. 따라서 CIF 가격은 US$10,000+US$400+US$150=US$10,550이다. 부산항에서 발생하는 수입통관수수료와 국내 내륙운송비 등은 CIF 가격에 포함하지 않는다."
120,국제물류론,IT01,상,"Incoterms® 2020의 주요 내용에 관한 설명으로 가장 적절한 것은?",,"DAT는 Incoterms® 2020에서 DPU로 명칭이 변경되었으며, DPU는 지정목적지에서 매도인이 물품을 양하한 후 인도하는 규칙이다.","CIF와 CIP는 Incoterms® 2020에서 동일한 최소 보험담보수준을 요구한다.","FCA는 Incoterms® 2020에서 삭제되고 새로운 FAS 규칙으로 대체되었다.","Incoterms® 2020에서는 매도인이나 매수인이 자신의 운송수단을 이용하는 것을 모든 규칙에서 금지하였다.","FOB는 Incoterms® 2020 개정으로 항공운송과 도로운송에도 사용할 수 있게 되었다.",1,"Incoterms® 2020에서는 기존 DAT(Delivered at Terminal)가 DPU(Delivered at Place Unloaded)로 변경되었다. DPU에서는 매도인이 지정목적지에서 물품을 양하한 후 인도한다. 또한 CIP와 CIF의 보험담보수준은 동일하지 않으며, FOB는 여전히 해상 및 내수로운송 전용 규칙이다."
